lesson	sent_id	sound_file	sent	trans
lesson05	05_10	sound/05_10.mov	頼朝は１１９２年に鎌倉に幕府を開いて、日本で初めての武士の政治を行ないました。	Yoritomo established a Bakufu (military government) in Kamakura in 1192 and carried out Japan's first military government.
lesson05	05_11	sound/05_11.mov	平清盛も武士でしたが、源氏を敗って天下を治めると貴族になりすまし、貴族とまるっきり変わらない政治と生活をしました。	Though Taira no Kiyomori had been a warrior as well, after defeating         the Genji and beginning to govern, he pretended to be of the nobility         and conducted his government and lifestyle exactly as had the nobility.
lesson05	05_12	sound/05_12.mov	一方、頼朝は貴族の政治や生活のまねをしないで武士の政府を築き上げました。	On the other hand, Yoritomo, not imitating the politics and lifestyle of the nobles, created a government of the military.
lesson05	05_13	sound/05_13.mov	この点で、鎌倉時代は日本の歴史上、非常に大切な時代です。	In this respect, the Kamakura period is very significant in Japanese history.
lesson05	05_14	sound/05_14.mov	源氏と平家の戦いは、とてもおもしろいエピソ−ドでいっぱいで、それを題材にしてたくさんの物語が書かれました。	The battles between the Genji and the Heike are filled with many very interesting episodes, and many stories were written treating them.
lesson05	05_15	sound/05_15.mov	その中で最も代表的なのが「平家物語」だと思います。	I feel the most representative of these is "Heike Monogatari."
lesson05	05_16	sound/05_16.mov	義経に率いられた源氏の武士達の力強い姿と、京都から西へ西へと追われて行く平家のはかない最後が、瀬戸内海を背景に何とも言えない美しさで描かれています。	Against the backdrop of the Seto Inland Sea, it depicts with indescribable beauty the powerful figure of the Genji warriors lead by Yoshitsune and the pitiful end of the Heike as they fled ever westward from Kyōto.
lesson05	05_17	sound/05_17.mov	軍記物語なのですが、戦争の勝敗や血なまぐささを全く感じさせない見事な作品です。	Though a military chronicle, it is a skillful work that brings neither the bloodiness nor the sense of victory and defeat of war.
lesson05	05_18	sound/05_18.mov	「平家物語」は当時、本として読まれただけでなく、全国を旅行して歩いた琵琶法師によって人々に語られました。	"Heike Monogatari" was not merely read as a book, but was also chanted to the people by biwa hōshi (lute priests) who traveled the whole of Japan.
lesson05	05_19	sound/05_19.mov	琵琶法師は普通盲人で、琵琶というギタ−に似た楽器に合わせて物語を語りました。	Biwa hōshi were usually blind, and chanted their tales to the accompaniment of lutes - musical instruments resembling the guitar.
lesson05	05_20	sound/05_20.mov	ちょうど私達が今、ラジオやテレビで音楽や劇を楽しむように、昔の人々は、寂しそうに語って歩く琵琶法師の「平家物語」に、しみじみと耳を傾けたに違いありません。	No doubt people of old listened keenly to the lonely chanting of "Heike Monogatari" by the wandering biwa hoshi just as we today enjoy music and drama on T.V. and radio.
lesson06a	TITLE	sound/L06a.mp3	日蓮: Translation	
lesson06a	06a_01	sound/06a_01.mov	１１８５年、源義経の率いる源氏に追いつめられ、幼少の安徳天皇は瀬戸内海の海の中へ身を投げて、平家と命を共にしました。	In 1185, the child emperor Antoku, chased into a corner by the Genji who were led by Minamoto no Yoshitsune, threw himself into the waters of the Seto Inland Sea and died with the Heike.
lesson06a	06a_02	sound/06a_02.mov	そして、１１９２年、源頼朝が鎌倉に幕府を開きました。	In 1192 Minamoto no Yoritomo established the bakufu in Kamakura.
lesson06a	06a_03	sound/06a_03.mov	それから３０年後、安房の国（現在の千葉県安房郡）の小さな漁村に男の子が生まれました。	Thirty years after that a boy was born in a small fishing village in Awa Province (currently Awa District, Chiba Prefecture).
lesson06a	06a_04	sound/06a_04.mov	貧しい漁師の家でしたが、お父さんとお母さんは、その当時世間一般に盛んだった浄土宗の熱心な信者でした。	His was a poor fishing household, and his mother and father were diligent members of the Jōdo Sect of Buddhism which prospered in the world in general at the time.
lesson06a	06a_05	sound/06a_05.mov	ですから、きっとその子も小さい頃から「南無阿弥陀仏」のお経を習得していたことでしょう。	Thus, surely he was very familiar with the sacred chant "Namu Amida Butsu" (hail to Amida Buddha) from his young childhood.
lesson06a	06a_06	sound/06a_06.mov	その子が１２歳になると、どうしても自分に納得のいかない疑問が二つ出てきました。	At the age of twelve, he was beset by two questions to which he         simply could not find satisfactory answer.
lesson06a	06a_07	sound/06a_07.mov	その疑問は両方とも宗教に関連したことですが、一つは歴史的、政治的なものでした。	Both questions related to religion, but one had to do with history and politics.
lesson06a	06a_08	sound/06a_08.mov	というのは、仏教では、仏法に基づいて政治を行えば、国がおだやかになり平安になると信じています。	That is to say, in Buddhism it was believed that if a country was governed on the basis of Buddhist law, the country would be quiet and peaceful.
lesson06a	06a_09	sound/06a_09.mov	日本の国もその当時これを信じ、ほとんどの人が仏教を信じていました。	The country of Japan at that time also accepted that notion, and         most people believed in Buddhism.
lesson06a	06a_10	sound/06a_10.mov	ところが、国は平和どころか、国民の代表とも言うべき天皇がこのように海の中に自殺していったり、また、天皇家の人々が武士の政権争いに巻き込まれて悲惨な死に方をしています。	However, not only was the country not peaceful, but the emperor, who was thought of as representing the people, had drowned himself in the sea, and members of the imperial family had become engulfed in political battles between warriors and had died tragic deaths.
lesson06a	06a_11	sound/06a_11.mov	これは一体どうしてなのだろうかというのが、一つの疑問でした。	One of his doubts was just how such a thing was possible.
lesson06a	06a_12	sound/06a_12.mov	もう一つは、この真実であるはずの仏教にも、どうしてそんなにたくさんの宗派があるのかということでした。	The other question was how there could be so many different sects in Buddhism, purportedly the true religion.
lesson06a	06a_13	sound/06a_13.mov	この少年は、この二つの疑問を解くために、日本中ありとあらゆるものを勉強して一番賢い者となり、どの仏教が一番正しいか探しあてるという固い決心をしました。	In order to resolve his two doubts, the young man resolved firmly to investigate everything in Japan, becoming the most knowledgeable, and discover which sect of Buddhism was most nearly correct.
lesson06a	06a_14	sound/06a_14.mov	そして１６の年で出家し、仏教の経典の研究を始めました。	So he entered the priesthood at the age of sixteen and began his         study of Buddhist scripture.
lesson06a	06a_15	sound/06a_15.mov	この少年こそが、のちのちまで日本の宗教界に影響を及ぼすようになった日蓮です。	It was this young man who was [to become] Nichiren, a man who influenced  Japanese religion for a long time to come.
lesson06a	06a_16	sound/06a_16.mov	日蓮は、この二つの疑問を解決しようと、鎌倉のいろいろなお寺をはじめ、ついには、その当時の仏教の中心であった比叡山にも登り修行をしました。	In order to resolve his two questions, Nichiren studied at various temples, including some in Kamakura, and eventually climbed Mt. Hiei, the center of Buddhism at the time, to practice austerities.
lesson06a	06a_17	sound/06a_17.mov	そして、その二つの疑問に対してだいたいの答えを経典の中に見つけて比叡山を下り、自分の信じる道を説き始めました。	Then, after discovering a basic resolution to his two questions         in the scriptures, he descended Mt. Hiei and began explaining his own         beliefs.
lesson06a	06a_18	sound/06a_18.mov	それは、日蓮が３２歳の時でした。	That was when Nichiren was thirty-two.
lesson06a	06a_19	sound/06a_19.mov	日蓮の得た解答は、その頃人々が信じていた浄土宗や禅宗はすべて間違っている、仏教の真の教えは法華経である、日本の国がいろいろな災難にあうのも、人々が間違った宗教を信じているからである、ということでした。	The answer Nichiren received was that the various sects people believed at the time, including Jōdo and Zen, were all mistaken; that the true teachings of Buddhism lie in the Lotus Sutra; and that the reason the country of Japan was meeting with various disasters was that the people believed in mistaken sects.
lesson06a	06a_20	sound/06a_20.mov	このような教えを説き始めた日蓮は、他の宗派を信じる人々から大変な迫害を受けました。	Nichiren, who began teaching such notions, received tremendous persecution from believers of other sects.
lesson06a	06a_21	sound/06a_21.mov	特に日蓮は、折伏といって、自分に反対する人達にも真向から説き伏せる方法をとったので、たくさんの人々からとても憎まれました。	Nichiren was particularly despised by many people because he adopted a proselyting method called shakubuku by which he confronted directly and argued face-on with people who opposed him.
lesson06a	06a_22	sound/06a_22.mov	そしてほら穴に閉じ込められたり、毒を飲まされそうになったり、伊豆や佐渡へ島流しにもされたりして、命を落としそうな経験を何度もしました。	He also had many near death experiences, including confinement in caves, being nearly forced to drink poison, and exile to Izu and Sado Islands.
lesson06a	06a_23	sound/06a_23.mov	しかし、自分が正しい教えを教え聖人となるには、このような苦しみを受けるのは、はじめから覚悟していたようです。	He was, however, conscious from the beginning that in order to teach right teachings and become a saint he would be required to undergo such suffering.
lesson06a	06a_24	sound/06a_24.mov	そして、間違った宗教を捨て法華経に従わなかったら、日本はきっと外国から侵略されると予言し始めたのです。	And he began to prophesy that if Japan did not abandon mistaken sects and follow the Lotus Sutra, it would surely be invaded by foreign countries.
lesson06a	06a_25	sound/06a_25.mov	この予言は、元冦という、日本の歴史上初めての外国人の侵略で成就されました。	This prophecy was fulfilled by the first foreign invasion in Japanese history, known as Genkō (the Mongol Invasions).
lesson06a	06a_26	sound/06a_26.mov	この予言が成就したのちは、今まで日蓮に反対していた人々や政治家達も、だんだん日蓮を信じ、敬うようになっていきました。	After the prophecies were fulfilled, people and government officials         who had opposed him to that point began to believe and respect him.
lesson06a	06a_27	sound/06a_27.mov	このようにして、日蓮宗が日本全国に根をおろすようになったのです。	Thus it was that the Nichiren Sect came to put down deep roots throughout Japan.
lesson06b	TITLE	sound/L06b.mp3	神風: Translation	
lesson06b	06b_01	sound/06b_01.mov	日本の国が鎌倉幕府によって治められていた頃の話です。	This story occurred at the time Japan was governed by the Kamakura Bakufu.
lesson06b	06b_02	sound/06b_02.mov	アジア大陸では、蒙古のジンギス・カンという勇ましい大将が、中国や朝鮮だけでなく、世界中を統一しようとしました。	On the Asian continent, the bold Mongol general, Genghis Khan, attempted to unify not only China and Korea, but all of the world.
lesson06b	06b_03	sound/06b_03.mov	そしてジンギス・カンの孫のフビライが、中国を統一して元と名づけ、日本にも、この元の大帝国に従うよう要求してきました。	Genghis Khan's grandson, Khubilai, unified China, gave it the name Yuan, and came demanding that Japan also be subservient to the Yuan Empire.
lesson06b	06b_04	sound/06b_04.mov	この要求を鎌倉幕府が断ると、元の国は９００隻もの大艦隊で日本に攻め寄せて来ました。	When the Kamakura Bakufu rejected the demand, the Yuan Empire attacked Japan with a large fleet of over 900 vessels.
lesson06b	06b_05	sound/06b_05.mov	北九州の博多湾から上陸した軍隊は、みるみる北九州一帯を征服し始めました。	The army, which landed in Hakata Bay in north Kyūshū, began immediately subjugating the whole area of northern Kyūshū.
lesson06b	06b_06	sound/06b_06.mov	日本の武士達は、このような外国からの侵入に慣れていなかったのと、元軍が、日本人の見たことのない新しい武器を使ったので、何ともかないません。	The Japanese warriors were no match because they were unaccustomed         to that type of foreign invasion, and because the Mongol army used weapons         they had never seen.
lesson06b	06b_07	sound/06b_07.mov	じりじり後退し始めました。	They began retreating little by little.
lesson06b	06b_08	sound/06b_08.mov	元軍は、昼間日本の武士達と戦い、夜は皆、自分達の船に戻りました。	The Mongol forces fought with the Japanese warriors by day, and withdrew to their ships at night.
lesson06b	06b_09	sound/06b_09.mov	北九州での戦いで、幕府の敗戦の色が非常に濃くなりかけたある夜に、とても不思議なことが起こりました。	In the battle for northern Kyūshū, one night when defeat seemed imminent for the Japanese, a very strange thing occurred.
lesson06b	06b_10	sound/06b_10.mov	元の兵達が皆、自分達の船に戻ると、ものすごい風と嵐が博多湾を襲いました。	After the Mongols had returned to their ships, a terrific wind         and storm attacked Hakata Bay.
lesson06b	06b_11	sound/06b_11.mov	そうして元の船のほとんどを海の底に沈めてしまいました。	And it sank most of the Mongol ships to the bottom of the sea.
lesson06b	06b_12	sound/06b_12.mov	きっと、九州によく来る台風だったに違いありません。	No doubt it was one of the typhoons that frequently strike Kyūshū.
lesson06b	06b_13	sound/06b_13.mov	１２７４年の秋の終り頃でした。	It was around the end of autumn in 1274.
lesson06b	06b_14	sound/06b_14.mov	この不運のしらせを聞いたフビライは、その７年後再び日本遠征を企てました。	Khubilai, hearing the unfortunate news, planned once again to conquer Japan seven years later.
lesson06b	06b_15	sound/06b_15.mov	船も兵隊の数も前の５倍ぐらいあったそうです。	They say the number of ships and troops was around five times that         of the previous invasion.
lesson06b	06b_16	sound/06b_16.mov	また博多湾にやってきましたが、今回は、幕府も日本中の強い武士を集めて十分に準備していたので、元軍も大分苦労しました。	They assaulted Hakata Bay once again, but this time the Bakufu had gathered powerful warriors from throughout Japan and were sufficiently prepared, with the result that the Mongols suffered considerably as well.
lesson06b	06b_17	sound/06b_17.mov	それでもまた上陸の機会をねらって待っていたのですが、全く前と同様、大風のために大部分の船と兵隊が海の中に沈んでいってしまいました。	Even so, they waited for a chance to make a landing when, just         as before, most of their ships and troops were sunk into the sea by fierce         winds.
lesson06b	06b_18	sound/06b_18.mov	二度も同じように大風で救われたので、日本人は、この大風はただの偶然ではなく、日本を守る神様が吹かせた大風に違いないと、この風を神風と呼ぶようになりました。	Since they had been saved twice by the great winds, the Japanese, believing them to be not merely chance but winds sent by the Gods who protect Japan, came to call them "Gods' winds."
lesson06b	06b_19	sound/06b_19.mov	第二次世界大戦で、日本の敗戦が秒読みのように迫ってきた頃、敵の戦艦目がけて、命もろとも当たって行ったパイロットを神風パイロットと呼びましたが、きっとその背景には、人々が元冦の時のような奇跡をこのようなパイロットに起こしてもらえるのではないかという願いが含まれていたのではないでしょうか。	In World War II, when the countdown to defeat closed in on Japan, pilots who gave their lives flying their planes into enemy ships were given the appellation, "Kamikaze Pilots;" surely, behind that was the hope of the people that through these pilots they could bring about a miracle such as at the time of Genkō, the Mongol invasions.
lesson06b	06b_20	sound/06b_20.mov	大戦以前、外国からの軍隊の侵入は元の国以外一度もなく、その元の国からも神風で守られたと信じていた日本人の一部分の人達にとって、日本が戦争に負けるということは夢にも思っていなかったことだったようです。	Prior to World War II there had never been an invasion from overseas other than the Mongol invasions, and it seems that the portion of the Japanese who believed that even on that occasion Japan had been protected from the Mongol nation by the Kamikaze never dreamed Japan would be defeated in war.
lesson07a	TITLE	sound/L07a.mp3	平家物語: Translation	
lesson07a	07a_01	sound/07a_01.mov	祇園精舎の鐘の声、諸行無常の響きあり。	The sound of the bell of the Gion Shōja echoes the impermanence of all things.
lesson07a	07a_02	sound/07a_02.mov	沙羅双樹の花の色、盛者必衰の理をあらはす。	The blossoms of the sal trees reveal the truth that the prosperous must  decline.
lesson07a	07a_03	sound/07a_03.mov	おごれる人も久しからず、ただ春の夜の夢のごとし。	The proud are not proud long: they are as a dream of a spring night.
lesson07a	07a_04	sound/07a_04.mov	たけき者も遂には滅びぬ、偏に風の前の塵に同じ。	The courageous are destroyed in the end: they are as dust before the wind.
lesson07a	07a_05	sound/07a_05.mov	この有名な冒頭のことばで始まる「平家物語」は、日本人の人生に対する無常観を如実に表している。	"Heike Monogatari," which begins with these famous words, vividly reveals the Japanese sense of the mutability of human life.
lesson07a	07a_06	sound/07a_06.mov	祇園精舎というのは仏陀が法を説いたインドの寺の名で、その寺から響き渡る鐘の音に耳を傾けると、この世の中の諸々のこと、つまり、すべての人間の行いや営みはあの鐘の音が長続きしないように、すぐ消えてなくなるはかないものだと聞こえてくる。	The meaning of these words is as follows: Gion Shōja is the name of the Indian temple where the Buddha preached the holy law, and if one listens carefully to the sound of the bell echoing from that temple he/she will come to understand that all things in this world, that is to say, all the works and undertakings of humanity, will quickly disappear and become naught, just as the sound of the bell itself does not last long.
lesson07a	07a_07	sound/07a_07.mov	また、仏陀が亡くなる時、その床の四方にあった花が、一度に白色に変わって仏陀をおおったという沙羅双樹の、その美しい花の色を見ていても、花の盛りも短くてすぐに散っていってしまうということが一目瞭然にわかる。	Again, if one observes carefully the blossoms of the sal trees at each corner of his bed when the Buddha died, which blossoms at once turned white and covered him, it is clear at a glance that the glory of those blossoms is short, and they quickly fall.
lesson07a	07a_08	sound/07a_08.mov	全く同じように、人間の世界の勢力というのも一時的なのもので必ず衰えていくし、権力を頼りに威張り散らす傲慢なおごれる人も、ずっと威張っていられるわけではない。	In exactly the same manner, power in the world of men is a temporary thing and will quickly decline; the arrogant and boastful who rely on authority to bully and scatter cannot do so forever.
lesson07a	07a_09	sound/07a_09.mov	ちょうど今、見たと思った夢がすぐ次のに変わってしまう、春の夜の夢と全く変わりがない。	They are exactly like dreams of a spring night, which are no sooner dreamed than they change into another.
lesson07a	07a_10	sound/07a_10.mov	力の強い、猛烈な者もやっぱり遂には滅びていく。	The powerful and fierce are also destroyed in the end.
lesson07a	07a_11	sound/07a_11.mov	これは、まるで風の前のちりと全く同じ、つまり、人生は無常であるということを意味している。	They are as dust before the wind. In short, human life is vain.
lesson07a	07a_12	sound/07a_12.mov	「平家物語」は、このことばを物語の始めとして、以下、栄華を極めた平家一門が、東国から攻め上ってきた源氏の軍勢に次々に敗れ去る没落の歴史を繰り広げるのだが、全章を通じて、この冒頭のことばが基調になっており、当時の人の無常観が一貫しているのである。	With these words as its beginning, "Heike Monogatari" goes on to unfold the history of the defeat and fall of the extremely glorious Taira family, defeated time after time at the hands of the Minamoto forces attacking from the eastern provinces. These opening words set the tone for the whole work, and the sense of the mutability of life held by the people of the day permeates throughout.
lesson07b	TITLE	sound/L07b.mp3	方丈記: Translation	
lesson07b	07b_01	sound/07b_01.mov	行く河のながれは絶えずして、しかももとの水にあらず	The current of a flowing river never ceases, yet its water is never the same.
lesson07b	07b_02	sound/07b_02.mov	よどみに浮かぶうたかたは、かつ消えかつ結びて、         久しくとどまりたるためしなし	The bubbles that float on the stagnant pools, at one moment disappearing, in the next forming, never last long
lesson07b	07b_03	sound/07b_03.mov	世の中にある人とすみかと、またかくのごとし	People in this world and their houses are the same.
lesson07b	07b_04	sound/07b_04.mov	上の言葉で始まる「方丈記」は、１３世紀に鴨長明によって書かれた随筆である。	"Hōjōki" (An Account of My Hut), which begins with the above words, is an essay written in the 13th Century by Kamo no Chōmei.
lesson07b	07b_05	sound/07b_05.mov	この冒頭の言葉は、日本人なら誰でも知っている程有名であるが、口語に書き直すと、「流れて行く川の水は絶えることなくいつも流れているが、今流れている水はもとの水ではない。よどみに浮かんでいる水の泡は消えたり結んだりして、長くとどまるものはない。この世の中に住んでいる人と、その住んでいるところもまた同様である。」という意味になる。	These beginning words are well-known enough that all Japanese are familiar with them.  Changed to modern Japanese the passage reads, "The water that streams in a flowing river never comes to a stop, but the water that flows there now is not the same as the original water. Of the bubbles floating on the stagnant pools, which seem to disappear at one moment and appear in another, there are none that last very long. The people living in this world and their houses are like that too."
lesson07b	07b_06	sound/07b_06.mov	当時の日本人のはかない人生に対する無常観をよく表した言葉であると思う。	I feel these are words that express very well the sense of evanescence of the Japanese of the time regarding human life.
lesson07b	07b_07	sound/07b_07.mov	長明（ながあきらとも読む）は、下鴨神社という京都の近くにある神社の禰宜の次男として生まれた。	Chōmei (his name may also be read Nagaakira) was the second         son born to the Chief Priest of the Shimogamo Shrine, a shrine near Kyōto.
lesson07b	07b_08	sound/07b_08.mov	若い頃に父兄に死別し、父のあとを継いで神官になるつもりでいたが、親戚にその職を奪われて出世ができなくなってしまった。	He lost his father and older brother at an early age and thought he would succeed his father as a Shintō priest, but the position was usurped from him by a relative, and he was unable to advance in the world.
lesson07b	07b_09	sound/07b_09.mov	４０を越した長明は、信頼できない世の中をうらみながら出家し、大原という所に隠れて静かな閑居生活を始めた。	Resentful of this untrustworthy world, Chōmei, now more than 40 years old, took Buddhist vows, hid himself in a place called Ōhara, and led a quiet life of seclusion.
lesson07b	07b_10	sound/07b_10.mov	その後、日野外山に移り、小さい「方丈」（約３メ−トル四方）の庵を作り、残り短い生涯を送ったわけである。	Later he moved to a mountain called Hino Toyama, where he built a small (about 10 feet square) hermitage, and spent the rest of his short life.
lesson07b	07b_11	sound/07b_11.mov	ここで長明は一生を顧みて、「おのづからみじかき運を悟りぬ」と書いて、「方丈記」を書き出した。	There Chōmei reflected back on his life, and began writing his "Hōjōki," which includes the words, "I realized of myself the brevity of my fate."
lesson07b	07b_12	sound/07b_12.mov	「方丈記」には、その当時起こったいろいろな世の中の混乱や災害が書かれている。	"Hōjōki" writes about various worldly disturbances and disasters that occurred at the time.
lesson07b	07b_13	sound/07b_13.mov	そして、そのようにゆくゆくは滅びていったりなくなったりしてしまうものに無駄なお金や力を注ぐ、俗世間に生きる人間の愚劣さを描いている。	It also depicts the foolishness of humanity pouring wasted money         and energy into worldly things that, with the passage of time, are destroyed         in that way.
lesson07b	07b_14	sound/07b_14.mov	対句仕立ての文節を通して、仏教的無常観や当時の都会生活のはかなさが見事に書き表されているのである。	Utilizing a parallel sentence structure, he skillfully depicts the vanity of city life of the time, and the Buddhist sense of mutability.
lesson07b	07b_15	sound/07b_15.mov	随筆の後半では、出家してからの自分の生活を描き、他人に迷惑のかからない静かな山の中での生活が、いかに気楽で味のあるものか説明している。	In the last half of his essay, he depicts his life after becoming a priest, and explains how tasteful and relaxed a quiet lifestyle, not posing difficulty to others, is.
lesson07b	07b_16	sound/07b_16.mov	世のはかなさを逃れ奥深い山に籠った長明は、庵のかたわらに愛用の琴、琵琶を置き、そのほかには法華経、阿弥陀の絵像など仏道修行の道具だけしか備えておかなかったそうである。	It is said that Chōmei, who shut himself up in a mountain to escape the emptiness of the world, placed on one side of his hut his beloved koto and biwa, besides which he provided for himself nothing else but Buddhist worship objects, including the Lotus Sutra and a portrait of Amida.
lesson07b	07b_17	sound/07b_17.mov	しかし、最後の章では、煩悩を避け、心を修めるために山林に籠ったものの、やはり自分の心はまだ濁っており、聖人になることができない。これは、前世からの貧賤の報いで悩むのだろうか、それとも迷いの心のせいなのだろうか、わからぬが、ただそっと「南無阿弥陀仏」の念仏を口にするという自問自答のことばで結んでいる。	Nevertheless, he ends the last part of his essay with the following soliloquy: "Although I have confined myself in the forest in order to discipline my heart and avoid worldly pollutions, my heart, after all, is still defiled, and I have been unable to become a saint. I don't understand whether I suffer as a just retribution from a former existence, or just because of my confused heart.  All that is left is to quietly recite the nembutsu, 'Namu Amida Butsu,' from however defiled a heart."
lesson07b	07b_18	sound/07b_18.mov	「方丈記」は、中世の人の心情を巧みに描いた作として、現在高く評価されているが、山奥で一人寂しい生活を送った長明は、自分が残した随筆がこれほど多くの人に読まれるようになるとは、予想もしていなかったことだろう。	"Hōjōki" is highly appraised today as a work which skillfully depicts the emotions of people of the medieval age, but Chōmei, who spent a lonely life alone in the midst of the mountains, surely never expected the essay he left behind to be read by so many people.
lesson07b	07b_19	sound/07b_19.mov	まして、英訳されて外人にまで読まれるようになるなどとは、夢にも思っていなかったのではないか。	Furthermore, I am certain he never even dreamed it would be translated even into English and read by foreigners.
lesson08a	TITLE	sound/L08a.mp3	織田信長: Translation	
lesson08a	08a_01	sound/08a_01.mov	金閣、銀閣を建ててはなやかな生活を楽しんだ室町幕府も、１５世紀の末になると全く力がなくなり、幕府の言うことを聞く者は一人もいなくなってしまいました。	The Muromachi Bakufu, which had built the Kinkaku and the Ginkaku and had enjoyed a gorgeous lifestyle, lost power completely toward the end of the 15th century, and there was no longer anyone who paid them any heed.
lesson08a	08a_02	sound/08a_02.mov	そして、日本中がいろいろな国に分かれ、その指導者である大名が、我も我もと京都に進んで、全国を治めようと戦い合いました。	In addition, the country of Japan was divided into provinces, and the leaders of the provinces, the Daimyō (Feudal Lords), fought among themselves, each trying to advance on Kyōto and control the whole country.
lesson08a	08a_03	sound/08a_03.mov	このような時代が百年間ぐらい続きますが、これを戦国時代と呼んでいます。	This period, known as the Warring States period, would continue for some 100 years.
lesson08a	08a_04	sound/08a_04.mov	戦国時代に有名な戦いがいろいろ起こりましたが、特に、武田信玄と上杉謙信の戦いは有名です。	There were various well-known battles in the Warring States period, but particularly famous were the battles between Takeda Shingen and Uesugi Kenshin.
lesson08a	08a_05	sound/08a_05.mov	信濃の国（現在の長野県）の川中島で何度も何度も戦いましたが、いつも引き分けに終わり、ついに勝負がつかず、信玄も謙信も旗をあげて京都に進むことはできませんでした。	They fought battle after battle at Kawanakajima in Shinano Province (currently Nagano Prefecture), but each battle ended in a draw, and in the end no victor emerged; thus neither Shingen nor Kenshin were able to raise his banner and march on Kyōto.
lesson08a	08a_06	sound/08a_06.mov	１６世紀の終わりになって、ようやく尾張の国（現在の愛知県）の大名が全国を統一しかけました。	Finally, toward the end of the 16th century, the Daimyō of Owari Province (modern Aichi Prefecture) began unifying Japan.
lesson08a	08a_07	sound/08a_07.mov	この大名が織田信長です。	He was Oda Nobunaga.
lesson08a	08a_08	sound/08a_08.mov	信長は非常に優れた家来、木下藤吉郎（後の豊臣秀吉）や新しい戦争の技術などの助けで、次々と大名を倒し京都に上りました。	Nobunaga, with the help of his outstanding retainer, Kinoshita         Tōkichirō (later called Toyotomi Hideyoshi), and new fighting         tactics (technology) overthrew Daimyō after Daimyō and advanced         on Kyōto.
lesson08a	08a_09	sound/08a_09.mov	残念なことに、日本統一もう一歩というところで、自分の家来の一人、明智光秀という武士に不意に襲われ、命を落としてしまいました。	Unfortunately, just on the verge of achieving full unification, he was taken in a surprise attack from his own retainer, the warrior Akechi Mitsuhide, and lost his life.
lesson08a	08a_10	sound/08a_10.mov	信長は気が短すぎるのでこんなことになってしまったと言われています。	Things arrived at such a state, it is said, because Nobunaga was too short-tempered.
lesson08a	08a_11	sound/08a_11.mov	例えば、信長は、ほかの大名を助けたり応援したりする者は、寺であろうと何であろうとすべて焼き払いました。	For example, Nobunaga burned to the ground  anything, be it a temple or whatever, that provided aid to other Daimyō.
lesson08a	08a_12	sound/08a_12.mov	京都の比叡山にある延暦寺という非常に有名な寺も、立派な建物や文化財を信長にすっかり焼かれてしまいました。	Even the very famous Enryakuji on Mt. Hiei had its splendid buildings and cultural treasures burned completely to the ground by Nobunaga.
lesson08a	08a_13	sound/08a_13.mov	そのような信長が、恵林寺という寺を焼き払ってしまえと命じました。	Nobunaga commanded [his men] to burn down a temple known as Erinji.
lesson08a	08a_14	sound/08a_14.mov	敵の兵隊をかくまっていたからです。	The reason was that it harbored enemy soldiers.
lesson08a	08a_15	sound/08a_15.mov	ところが、光秀は信長に従おうとせず、「もう少しお寺やお坊さんを大切にするように」と勧めました。	However, Mitsuhide, making no effort to obey Nobunaga, encouraged him to place a little more value on temples and priests.
lesson08a	08a_16	sound/08a_16.mov	すると、信長はかんかんにおこって、光秀の不従順な態度をしかりました。	Nobunaga was angered and scolded Mitsuhide for his unfaithful attitude.
lesson08a	08a_17	sound/08a_17.mov	また、尾張の国のすぐ隣の国の大名、徳川家康が信長を訪ねて来た時、光秀はそのもてなしの責任を受けました。	Also, when Tokugawa Ieyasu, the Daimyō of the province neighboring Owari Province, visited Nobunaga, Mitsuhide was charged with hosting him.
lesson08a	08a_18	sound/08a_18.mov	ところが、あまりに豪華なもてなし方をするので、光秀はまたまた信長にしかられてしまいました。	Once again, however, Mitsuhide was scolded by Nobunaga because of his overly ostentatious treatment of Tokugawa.
lesson08a	08a_19	sound/08a_19.mov	このようなことが積もり積もって、光秀は、とうとう信長に対して謀反を起こす決心をしました。	Events such as these accumulated, and at length Mitsuhide determined to mount a rebellion against Nobunaga.
lesson08a	08a_20	sound/08a_20.mov	備中の国（現在の岡山県）を治めていた毛利家を征伐に行く途中、信長は数人の家来と本能寺という寺に泊まっていました。	On his way to subjugate the Mōri Clan, who governed Bichū Province (current Okayama Prefecture), Nobunaga put up in Honnōji with a few retainers.
lesson08a	08a_21	sound/08a_21.mov	先に出発していた光秀は、方向をくるりと変えて本能寺めがけて攻め寄りました。	Mitsuhide, who had set off in advance, reversed his direction and attacked Honnōji.
lesson08a	08a_22	sound/08a_22.mov	不意をつかれた信長は、本能寺に火をつけ、その中で死んでいきました。	Caught by surprise, Nobunaga set fire to Honnōji, and died there.
lesson08a	08a_23	sound/08a_23.mov	夜明けの明るくなりかけた空に、本能寺の焼け跡のくすぶった煙がだんだんと消えていきました。	The smoke from the smoldering ruins of Honnōji gradually wafted away in the dawn sky.
lesson08a	08a_24	sound/08a_24.mov	そのきれいな朝日が見られなかったように、百年も続いた戦国時代を平定するあと一歩というところで、信長はついにこの世を去っていってしまいました。	In the same way that he was unable to see that beautiful dawning sun, Nobunaga finally left the world just on the verge of bringing to an end the Warring States period which had continued already 100 years.
lesson08a	08a_25	sound/08a_25.mov	天正１０年（１５８２年）６月２日のことでした。	It happened the second day of the sixth month of the tenth year of Tenshō (1582).
