lesson	sent_id	sound_file	sent	trans	grammar_sent	vocab_sent	kanji_sent
lesson04b	04b_02	sound/04b_02.mov	紫式部は「源氏物語」で有名ですが、清少納言は「枕草子」という随筆集で有名です。	While Lady Murasaki is renowned for her novel, "The Tale of Genji," Sei Shōnagon is famous for her essay collection, "Pillow Book."	紫式部は「源氏物語」で有名ですが、清少納言は「枕草子」という随筆集で有名です。	<a onclick="show('../vocab/155.html')">紫式部</a>は「<a onclick="show('../vocab/148.html')">源氏物語</a>」で<a onclick="show('../vocab/1588.html')">有名</a>ですが、<a onclick="show('../vocab/231.html')">清少納言</a>は「<a onclick="show('../vocab/234.html')">枕草子</a>」という<a onclick="show('../vocab/235.html')">随筆集</a>で有名です。	紫式部は「源氏物語」で有名ですが、<a onclick="show_gif('../kanji/100.gif')">清</a>少<a onclick="show_gif('../kanji/101.gif')">納</a>言は「枕草子」という随筆集で有名です。
lesson04b	04b_03	sound/04b_03.mov	これは「源氏物語」とだいたい同じ頃にできた日本最古の随筆です。	It is the oldest essay collection in Japan, created about the same time as "The Tale of Genji."	これは「源氏物語」とだいたい同じ頃にできた日本最古の随筆です。	これは「<a onclick="show('../vocab/148.html')">源氏物語</a>」とだいたい<a onclick="show('../vocab/1713.html')">同じ</a><a onclick="show('../vocab/1586.html')">頃</a>にできた日本<a onclick="show('../vocab/1567.html')">最古</a>の<a onclick="show('../vocab/526.html')">随筆</a>です。	これは「源氏物語」とだいたい同じ頃にできた日本最古の随筆です。
lesson04b	04b_04	sound/04b_04.mov	清少納言も、紫式部のように文才に秀でた歌人を父に持ち、宮仕えをした人です。	Like Lady Murasaki, Sei Shōnagon served at court and had an extraordinarily skilled poet for a father.	清少納言も、紫式部のように<a onclick="show('../grammar/23.html')">文才に秀でた</a>歌人を父に持ち、宮仕えをした人です。	<a onclick="show('../vocab/231.html')">清少納言</a>も、<a onclick="show('../vocab/155.html')">紫式部</a>のように<a onclick="show('../vocab/236.html')">文才</a>に<a onclick="show('../vocab/238.html')">秀でた</a><a onclick="show('../vocab/208.html')">歌人</a>を<a onclick="show('../vocab/1568.html')">父</a>に持ち、<a onclick="show('../vocab/239.html')">宮仕え</a>をした人です。	<a onclick="show_gif('../kanji/100.gif')">清</a>少<a onclick="show_gif('../kanji/101.gif')">納</a>言も、紫式部のように文才に秀でた歌人を父に持ち、宮仕えをした人です。
lesson04b	04b_05	sound/04b_05.mov	紫式部が一条天皇の中宮、彰子に仕えたのに対し、清少納言は一条天皇の中宮、定子に仕えました。	As opposed to Lady Murasaki, who served Emperor Ichijō's empress, Shōshi, Sei Shōnagon served Emperor Ichijō's empress, Teishi.	紫式部が一条天皇の中宮、彰子に仕えたのに対し、清少納言は一条天皇の中宮、定子に仕えました。	<a onclick="show('../vocab/155.html')">紫式部</a>が<a onclick="show('../vocab/215.html')">一条天皇</a>の<a onclick="show('../vocab/216.html')">中宮</a>、<a onclick="show('../vocab/241.html')">彰子</a>に<a onclick="show('../vocab/159.html')">仕え</a>たのに対し、<a onclick="show('../vocab/231.html')">清少納言</a>は一条天皇の中宮、<a onclick="show('../vocab/242.html')">定子</a>に仕えました。	紫式部が一条天皇の中宮、彰子に仕えたのに対し、<a onclick="show_gif('../kanji/100.gif')">清</a>少<a onclick="show_gif('../kanji/101.gif')">納</a>言は一条天皇の中宮、定子に仕えました。
lesson04b	04b_06	sound/04b_06.mov	彰子は藤原道長の娘にあたる人で、定子は道長の兄、道隆の娘でした。	Empress Shōshi was the daughter of Fujiwara no Michinaga and Empress Teishi was the daughter of Michinaga's older brother, Michitaka.	彰子は藤原道長の娘にあたる人で、定子は道長の兄、道隆の娘でした。	<a onclick="show('../vocab/241.html')">彰子</a>は<a onclick="show('../vocab/1646.html')">藤原道長</a>の<a onclick="show('../vocab/114.html')">娘</a>にあたる人で、<a onclick="show('../vocab/242.html')">定子</a>は道長の<a onclick="show('../vocab/1714.html')">兄</a>、<a onclick="show('../vocab/1715.html')">道隆</a>の娘でした。	彰子は藤原道長の娘にあたる人で、定子は道長の兄、道隆の娘でした。
lesson04b	04b_07	sound/04b_07.mov	はじめ、関白、道隆の勢力は非常に盛んだったのですが、道隆の死後、道長が急に力を増し、定子の身の上にもいろいろな不幸が起こりました。	At first, Regent Michitaka's power flourished greatly, but after Michitaka's death Michinaga grew quickly in power, and Empress Teishi suffered a variety of unhappy experiences.	はじめ、関白、道隆の勢力は非常に盛んだったのですが、道隆の死後、道長が急に力を増し、定子の身の上にもいろいろな不幸が起こりました。	はじめ、<a onclick="show('../vocab/243.html')">関白</a>、<a onclick="show('../vocab/1715.html')">道隆</a>の<a onclick="show('../vocab/244.html')">勢力</a>は<a onclick="show('../vocab/709.html')">非常に</a><a onclick="show('../vocab/367.html')">盛ん</a>だったのですが、道隆の<a onclick="show('../vocab/765.html')">死後</a>、道長が<a onclick="show('../vocab/1576.html')">急に</a>力を<a onclick="show('../vocab/1716.html')">増し</a>、<a onclick="show('../vocab/242.html')">定子</a>の<a onclick="show('../vocab/1717.html')">身の上</a>にもいろいろな<a onclick="show('../vocab/245.html')">不幸</a>が<a onclick="show('../vocab/1718.html')">起こり</a>ました。	はじめ、関白、道隆の勢力は非常に盛んだったのですが、道隆の死後、道長が急に力を増し、定子の身の上にもいろいろな不<a onclick="show_gif('../kanji/368.gif')">幸</a>が起こりました。
lesson04b	04b_08	sound/04b_08.mov	しかし、清少納言は忠実に定子に仕え続けたのです。	Sei Shōnagon, however, continued to serve the empress faithfully.	しかし、清少納言は忠実に定子に仕え続けたのです。	しかし、<a onclick="show('../vocab/231.html')">清少納言</a>は<a onclick="show('../vocab/742.html')">忠実に</a><a onclick="show('../vocab/242.html')">定子</a>に<a onclick="show('../vocab/159.html')">仕え</a><a onclick="show('../vocab/1719.html')">続け</a>たのです。	しかし、<a onclick="show_gif('../kanji/100.gif')">清</a>少<a onclick="show_gif('../kanji/101.gif')">納</a>言は<a onclick="show_gif('../kanji/102.gif')">忠</a>実に定子に仕え続けたのです。
lesson04b	04b_09	sound/04b_09.mov	このように宮仕えする間に観察したこと、考えたことを知性的に、気の向くままに書き続けていきました。	She recorded her observations and thoughts while in service with wit, letting her mind flow freely.	このように宮仕えする間に観察したこと、考えたことを知性的に、<a onclick="show('../grammar/24.html')">気の向くままに書き続けて</a>いきました。	このように<a onclick="show('../vocab/239.html')">宮仕え</a>する間に<a onclick="show('../vocab/866.html')">観察した</a>こと、考えたことを<a onclick="show('../vocab/247.html')">知性的</a>に、<a onclick="show('../vocab/248.html')">気の向くままに</a>書き<a onclick="show('../vocab/1719.html')">続け</a>ていきました。	このように宮仕えする間に観<a onclick="show_gif('../kanji/103.gif')">察</a>したこと、考えたことを知性的に、気の向くままに書き続けていきました。
lesson04b	04b_10	sound/04b_10.mov	ある程度作り物である小説とはまた趣の違う文章で、自然や人生、社会に対する筆者の率直な感想や思想をくみ取ることができます。	Her style had a different tone than the novel form, which is to some extent fictional. One can glean from her writings the candid ideas and feelings of the author toward nature, mankind and society.	ある程度作り物である小説とはまた趣の違う文章で、自然や人生、社会に対する筆者の率直な感想や思想をくみ取ることができます。	ある<a onclick="show('../vocab/743.html')">程度</a>作り物である<a onclick="show('../vocab/147.html')">小説</a>とはまた<a onclick="show('../vocab/249.html')">趣</a>の<a onclick="show('../vocab/1720.html')">違う</a><a onclick="show('../vocab/15.html')">文章</a>で、<a onclick="show('../vocab/1915.html')">自然</a>や人生、<a onclick="show('../vocab/1402.html')">社会</a>に<a onclick="show('../vocab/1817.html')">対する</a><a onclick="show('../vocab/250.html')">筆者</a>の<a onclick="show('../vocab/95.html')">率直</a>な<a onclick="show('../vocab/1721.html')">感想</a>や<a onclick="show('../vocab/1473.html')">思想</a>を<a onclick="show('../vocab/252.html')">くみ取る</a>ことができます。	ある<a onclick="show_gif('../kanji/104.gif')">程</a>度作り物である小説とはまた趣の違う文章で、自然や人生、社会に対する筆者の率直な感想や思想をくみ取ることができます。
lesson04b	04b_11	sound/04b_11.mov	例えば、１１世紀も初めの頃に、清少納言は<br>        <br>        既<br>        <br>       に男性と女性の間の不公平さ、性別による人生における進路の相違を矛盾としてあげています。	For example, Sei Shōnagon pointed out as early as the beginning         of the 11th century the inequality between men and women and the diffference         in life depending on gender.	例えば、１１世紀も初めの頃に、清少納言は<span lang="JA" style='font-family:"¥FF2D¥FF33 ¥660E¥671D";mso-fareast-language:JA'>既</span>に男性と女性の間の不公平さ、性別による人生における進路の相違を矛盾としてあげています。	<a onclick="show('../vocab/1730.html')">例えば</a>、１１<a onclick="show('../vocab/2098.html')">世紀</a>も<a onclick="show('../vocab/1711.html')">初め</a>の<a onclick="show('../vocab/1586.html')">頃</a>に、<a onclick="show('../vocab/231.html')">清少納言</a>は<a onclick="show('../vocab/2118.html')">既に</a>男性と<a onclick="show('../vocab/1671.html')">女性</a>の間の<a onclick="show('../vocab/1722.html')">不公平</a>さ、<a onclick="show('../vocab/1723.html')">性別</a>による人生における<a onclick="show('../vocab/255.html')">進路</a>の<a onclick="show('../vocab/256.html')">相違</a>を<a onclick="show('../vocab/257.html')">矛盾</a>として<a onclick="show('../vocab/1662.html')">あげ</a>ています。	例えば、１１世紀も初めの頃に、<a onclick="show_gif('../kanji/100.gif')">清</a>少<a onclick="show_gif('../kanji/101.gif')">納</a>言は<span lang="JA" style='font-family:"¥FF2D¥FF33 ¥660E¥671D";mso-fareast-language:JA'>既</span>に男性と女性の間の不公平さ、性別による人生における進路の<a onclick="show_gif('../kanji/372.gif')">相</a>違を矛盾としてあげています。
lesson04b	04b_12	sound/04b_12.mov	「枕草子」は３１９段から成りますが、「春はあけぼの」で始まる有名な第一段を次に例としてあげておきます。	"Pillow Book" consists of over three hundred sections, but I will provide as an example her famous first section which begins with the words, "In spring it's the dawn."	「枕草子」は３１９段から成りますが、「春はあけぼの」で始まる有名な第一段を次に例としてあげておきます。	「<a onclick="show('../vocab/234.html')">枕草子</a>」は３１９<a onclick="show('../vocab/258.html')">段</a>から<a onclick="show('../vocab/1724.html')">成り</a>ますが、「<a onclick="show('../vocab/260.html')">春はあけぼの</a>」で始まる<a onclick="show('../vocab/1588.html')">有名</a>な<a onclick="show('../vocab/1725.html')">第</a>一段を次に<a onclick="show('../vocab/1726.html')">例と</a>して<a onclick="show('../vocab/1662.html')">あげ</a>ておきます。	「枕草子」は３１９<a onclick="show_gif('../kanji/107.gif')">段</a>から成りますが、「春はあけぼの」で始まる有名な<a onclick="show_gif('../kanji/108.gif')">第</a>一段を次に例としてあげておきます。
lesson04b	04b_13	sound/04b_13.mov	１１世紀の日本に生きた一人の女性の鋭い観察、表現の簡潔さを感じ取って下さい。	Try to grasp the pithiness of the sharp observational expressions of a woman who lived in eleventh century Japan.	１１世紀の日本に生きた一人の女性の鋭い観察、表現の簡潔さを感じ取って下さい。	１１<a onclick="show('../vocab/2098.html')">世紀</a>の日本に生きた一人の<a onclick="show('../vocab/1671.html')">女性</a>の<a onclick="show('../vocab/1727.html')">鋭い</a><a onclick="show('../vocab/246.html')">観察</a>、<a onclick="show('../vocab/1936.html')">表現</a>の<a onclick="show('../vocab/744.html')">簡潔</a>さを<a onclick="show('../vocab/728.html')">感じ</a>取って<a onclick="show('../vocab/1729.html')">下さい</a>。	１１世紀の日本に生きた一人の女性の鋭い観<a onclick="show_gif('../kanji/103.gif')">察</a>、表現の<a onclick="show_gif('../kanji/109.gif')">簡</a><a onclick="show_gif('../kanji/110.gif')">潔</a>さを感じ取って下さい。
lesson04b	04b_14	sound/04b_14.mov	春はあけぼの。	In spring it's the dawn.	春はあけぼの。	<a onclick="show('../vocab/260.html')">春はあけぼの</a>。	春はあけぼの。
lesson04b	04b_15	sound/04b_15.mov	やうやう白くなりゆく、山ぎは少しあかりて、むらさきだちたる雲の細くたなびきたる。	Gradually it becomes lighter, and the edge of the mountain begins to glow slightly; purple tinted clouds stretch thinly.	やうやう白くなりゆく、山ぎは少しあかりて、むらさきだちたる雲の細くたなびきたる。	<a onclick="show('../vocab/261.html')">やうやう</a><a onclick="show('../vocab/262.html')">白くなりゆく</a>、<a onclick="show('../vocab/263.html')">山ぎは</a>少し<a onclick="show('../vocab/2139.html')">あかりて、</a><a onclick="show('../vocab/264.html')">むらさきだちたる雲</a>の<a onclick="show('../vocab/2138.html')">細く</a><a onclick="show('../vocab/265.html')">たなびきたる</a>。	やうやう白くなりゆく、山ぎは少しあかりて、むらさきだちたる雲の細くたなびきたる。
lesson04b	04b_16	sound/04b_16.mov	夏はよる。	In summer, it is the nights.	夏はよる。	夏はよる。	夏はよる。
lesson04b	04b_17	sound/04b_17.mov	月の頃はさらなり、やみもなほ、ほたるの多く飛びちがひたる。	It is charming when there is a moon, but more charming yet: a dark night with many fireflies flitting about.	月の頃はさらなり、やみもなほ、ほたるの多く飛びちがひたる。	<a onclick="show('../vocab/266.html')">月の頃はさらなり</a>、<a onclick="show('../vocab/267.html')">やみ</a>も<a onclick="show('../vocab/268.html')">なほ</a>、<a onclick="show('../vocab/269.html')">ほたる</a>の<a onclick="show('../vocab/1700.html')">多く</a><a onclick="show('../vocab/270.html')">飛びちがひたる</a>。	月の頃はさらなり、やみもなほ、ほたるの多く飛びちがひたる。
lesson04b	04b_18	sound/04b_18.mov	また、ただひとつふたつなど、ほのかにうちひかりて行くもをかし。	It is also beautiful when only one or two fireflies fly about glowing dimly.	また、ただひとつふたつなど、ほのかにうちひかりて行くもをかし。	また、ただひとつふたつなど、<a onclick="show('../vocab/271.html')">ほのかに</a><a onclick="show('../vocab/272.html')">うちひかりて行く</a>も<a onclick="show('../vocab/274.html')">をかし</a>。	また、ただひとつふたつなど、ほのかにうちひかりて行くもをかし。
lesson04b	04b_19	sound/04b_19.mov	雨など降るもをかし。	Also lovely is a rainy night.	雨など降るもをかし。	雨など<a onclick="show('../vocab/2140.html')">降る</a>も<a onclick="show('../vocab/274.html')">をかし</a>。	雨など<a onclick="show_gif('../kanji/111.gif')">降</a>るもをかし。
lesson04b	04b_20	sound/04b_20.mov	秋は夕暮。	In autumn, evenings are most attractive.	秋は夕暮。	<a onclick="show('../vocab/2141.html')">秋</a>は<a onclick="show('../vocab/275.html')">夕暮</a>。	秋は夕<a onclick="show_gif('../kanji/373.gif')">暮</a>。
lesson04b	04b_21	sound/04b_21.mov	夕日のさして山のはいとちかうなりたるに、からすのねどころへ行くとて、みつよつ、ふたつみつなど飛びいそぐさへあはれなり。	As the evening sun approaches the mountains' edge, it is even moving         [to see] crows in threes and fours, or twos and threes, flying hurriedly         back to their nests.	夕日のさして山のはいとちかうなりたるに、からすのねどころへ行くとて、みつよつ、ふたつみつなど飛びいそぐさへあはれなり。	<a onclick="show('../vocab/276.html')">夕日のさして</a><a onclick="show('../vocab/277.html')">山のは</a><a onclick="show('../vocab/278.html')">いとちかう</a><a onclick="show('../vocab/279.html')">なりたるに</a>、<a onclick="show('../vocab/280.html')">からす</a>の<a onclick="show('../vocab/281.html')">ねどころ</a>へ行くとて、みつよつ、ふたつみつなど飛びいそぐ<a onclick="show('../vocab/282.html')">さへ</a><a onclick="show('../vocab/283.html')">あはれなり</a>。	夕日のさして山のはいとちかうなりたるに、からすのねどころへ行くとて、みつよつ、ふたつみつなど飛びいそぐさへあはれなり。
lesson04b	04b_22	sound/04b_22.mov	まいて雁などのつらねたるがいと小さく見ゆるはいとをかし。	Even more charming is a formation of geese looking very small.	まいて雁などのつらねたるがいと小さく見ゆるはいとをかし。	<a onclick="show('../vocab/284.html')">まいて</a><a onclick="show('../vocab/978.html')">雁</a>などの<a onclick="show('../vocab/285.html')">つらねたる</a>がいと小さく<a onclick="show('../vocab/286.html')">見ゆる</a>はいと<a onclick="show('../vocab/274.html')">をかし</a>。	まいて雁などのつらねたるがいと小さく見ゆるはいとをかし。
lesson04b	04b_23	sound/04b_23.mov	日入りはてて、風の音、虫のねなど、はた言ふべきにあらず。	And there is no way to describe the sound of the wind and the singing of insects after the sun has set completely.	日入りはてて、風の音、虫のねなど、はた言ふべきにあらず。	<a onclick="show('../vocab/287.html')">日入りはてて</a>、風の音、<a onclick="show('../vocab/288.html')">虫のね</a>など、<a onclick="show('../vocab/289.html')">はた</a><a onclick="show('../vocab/290.html')">言ふべきにあらず</a>。	日入りはてて、風の音、虫のねなど、はた言ふべきにあらず。
lesson04b	04b_24	sound/04b_24.mov	冬はつとめて。	In winter, it is the early morning.	冬はつとめて。	冬は<a onclick="show('../vocab/291.html')">つとめて</a>。	冬はつとめて。
lesson04b	04b_25	sound/04b_25.mov	雪の降りたるは言ふべきにもあらず、霜のいと白きも、またさらでもいと寒きに、火など急ぎおこして、炭もてわたるもいとつきづきし。	There is no describing a morning after a snow; when the frost is very white, or even when that is not so, but it is very cold, the way the servants bustle about hurriedly stirring up the fire and bringing charcoal seems most fitting.	雪の降りたるは言ふべきにもあらず、霜のいと白きも、またさらでもいと寒きに、火など急ぎおこして、炭もてわたるもいとつきづきし。	雪の<a onclick="show('../vocab/745.html')">降り</a>たるは<a onclick="show('../vocab/2142.html')">言ふべきにもあらず、</a><a onclick="show('../vocab/1985.html')">霜</a>の<a onclick="show('../vocab/292.html')">いと白きも</a>、<a onclick="show('../vocab/293.html')">またさらでも</a><a onclick="show('../vocab/294.html')">いと寒きに</a>、<a onclick="show('../vocab/295.html')">火など急ぎおこして</a>、<a onclick="show('../vocab/296.html')">炭もてわたる</a>もいと<a onclick="show('../vocab/297.html')">つきづきし</a>。	雪の<a onclick="show_gif('../kanji/111.gif')">降</a>りたるは言ふべきにもあらず、霜のいと白きも、またさらでもいと寒きに、火など急ぎおこして、炭もてわたるもいとつきづきし。
lesson04b	04b_26	sound/04b_26.mov	昼になりて、ぬるくゆるびもていけば、火桶の火も白き灰がちになりてわろし。	What a bad feeling it brings, however, when midday comes around and the coals have turned to lukewarm ashes in the brazier.	昼になりて、ぬるくゆるびもていけば、火桶の火も白き灰がちになりてわろし。	<a onclick="show('../vocab/298.html')">昼になりて</a>、<a onclick="show('../vocab/299.html')">ぬるくゆるびもていけば</a>、<a onclick="show('../vocab/300.html')">火桶</a>の火も<a onclick="show('../vocab/301.html')">白き灰がちになりて</a><a onclick="show('../vocab/302.html')">わろし</a>。	昼になりて、ぬるくゆるびもていけば、火桶の火も白き<a onclick="show_gif('../kanji/112.gif')">灰</a>がちになりてわろし。
lesson05	TITLE	sound/L05.mp3	源氏と平家	2			
lesson05	05_01	sound/05_01.mov	どんなに美しい花でもやがて枯れて散ってしまうように、豪華できらびやかな生活を楽しんだ貴族達も、平安時代の終り頃になると日ごとに力をなくしていきました。	Just as the most beautiful blossom will eventually wither and fall,         the nobility who had enjoyed a luxurious and beautiful lifestyle gradually         lost power with each passing day as the end of the Heian period approached.	どんなに美しい花でもやがて枯れて散ってしまうように、豪華できらびやかな生活を楽しんだ貴族達も、平安時代の終り頃になると<a onclick="show('../grammar/25.html')">日ごとに</a>力をなくしていきました。	どんなに<a onclick="show('../vocab/1673.html')">美しい</a>花でも<a onclick="show('../vocab/2144.html')">やがて</a><a onclick="show('../vocab/305.html')">枯れて</a><a onclick="show('../vocab/306.html')">散って</a>しまうように、<a onclick="show('../vocab/307.html')">豪華</a>で<a onclick="show('../vocab/126.html')">きらびやかな</a><a onclick="show('../vocab/1607.html')">生活</a>を<a onclick="show('../vocab/1654.html')">楽しんだ</a><a onclick="show('../vocab/713.html')">貴族</a>達も、<a onclick="show('../vocab/109.html')">平安時代</a>の終り<a onclick="show('../vocab/1586.html')">頃</a>になると<a onclick="show('../vocab/1731.html')">日ごとに</a>力を<a onclick="show('../vocab/1996.html')">なくして</a>いきました。	どんなに美しい花でもやがて枯れて<a onclick="show_gif('../kanji/114.gif')">散</a>ってしまうように、豪華できらびやかな生活を楽しんだ貴族達も、平安時代の終り頃になると日ごとに力をなくしていきました。
lesson05	05_02	sound/05_02.mov	平安時代の貴族に代わって力を増してきたのが武士です。	Those whose power grew in place of the nobility were the military.	平安時代の貴族に代わって力を増してきたのが武士です。	<a onclick="show('../vocab/109.html')">平安時代</a>の<a onclick="show('../vocab/713.html')">貴族</a>に<a onclick="show('../vocab/1050.html')">代わって</a>力を<a onclick="show('../vocab/1716.html')">増し</a>てきたのが<a onclick="show('../vocab/308.html')">武士</a>です。	平安時代の貴族に代わって力を増してきたのが武士です。
lesson05	05_03	sound/05_03.mov	武士は、初めは天皇や貴族の後継ぎ争いに使われて戦っていたのですが、だんだん力を増し自分達の間で激しい勢力争いをするようになりました。	At first, warriors were utilized to fight in succession disputes between emperors and nobility, but gradually, as their power increased, they began to fight for power among themselves.	武士は、初めは天皇や貴族の後継ぎ争いに使われて戦っていたのですが、だんだん力を増し自分達の間で激しい勢力争いをするようになりました。	<a onclick="show('../vocab/308.html')">武士</a>は、<a onclick="show('../vocab/1711.html')">初め</a>は<a onclick="show('../vocab/113.html')">天皇</a>や<a onclick="show('../vocab/713.html')">貴族</a>の<a onclick="show('../vocab/309.html')">後継ぎ争い</a>に使われて<a onclick="show('../vocab/310.html')">戦って</a>いたのですが、だんだん力を<a onclick="show('../vocab/1716.html')">増し</a><a onclick="show('../vocab/1733.html')">自分達の間で</a><a onclick="show('../vocab/311.html')">激しい</a><a onclick="show('../vocab/312.html')">勢力争い</a>をするようになりました。	武士は、初めは天皇や貴族の後継ぎ<a onclick="show_gif('../kanji/123.gif')">争</a>いに使われて<a onclick="show_gif('../kanji/122.gif')">戦</a>っていたのですが、だんだん力を増し自分達の間で<a onclick="show_gif('../kanji/130.gif')">激</a>しい勢力争いをするようになりました。
lesson05	05_04	sound/05_04.mov	この武士の中で一番有力だったのが源氏と平家だったのです。	The most powerful of the warrior [families] were the Genji and the Heike.	この武士の中で一番有力だったのが源氏と平家だったのです。	この<a onclick="show('../vocab/308.html')">武士</a>の中で<a onclick="show('../vocab/1551.html')">一番</a>有力だったのが<a onclick="show('../vocab/303.html')">源氏</a>と<a onclick="show('../vocab/304.html')">平家</a>だったのです。	この武士の中で一番有力だったのが源氏と平家だったのです。
lesson05	05_05	sound/05_05.mov	そして日本中の武士が、源氏に味方をするものと平家に味方をするものと、二つに分かれて戦い合いました。	The warriors throughout the country divided into two camps. One camp allied with the Genji, the other allied with the Heike, and they fought one another.	そして日本中の武士が、源氏に味方をするものと平家に味方をするものと、二つに<a onclick="show('../grammar/89.html')">分かれて戦い合い</a>ました。	そして日本中の<a onclick="show('../vocab/308.html')">武士</a>が、<a onclick="show('../vocab/303.html')">源氏</a>に<a onclick="show('../vocab/1735.html')">味方をする</a>ものと<a onclick="show('../vocab/304.html')">平家</a>に味方をするものと、二つに分かれて<a onclick="show('../vocab/1736.html')">戦い合い</a>ました。	そして日本中の武士が、源氏に味方をするものと平家に味方をするものと、二つに分かれて<a onclick="show_gif('../kanji/122.gif')">戦</a>い合いました。
lesson05	05_06	sound/05_06.mov	最初、平清盛という平家の大将が、源氏の大将、源義朝を敗り、天下を治めるようになりました。	Initially, Taira no Kiyomori, the commander of the Heike, defeated Minamoto no Yoshitomo, commanding general of the Genji, and began ruling the country.	最初、平清盛という平家の大将が、源氏の大将、源義朝を敗り、天下を治めるようになりました。	<a onclick="show('../vocab/1751.html')">最初</a>、<a onclick="show('../vocab/1737.html')">平清盛</a>という<a onclick="show('../vocab/304.html')">平家</a>の<a onclick="show('../vocab/1739.html')">大将</a>が、<a onclick="show('../vocab/303.html')">源氏</a>の大将、<a onclick="show('../vocab/1738.html')">源義朝</a>を<a onclick="show('../vocab/316.html')">敗り</a>、<a onclick="show('../vocab/317.html')">天下</a>を<a onclick="show('../vocab/601.html')">治め</a>るようになりました。	最初、平清盛という平家の大<a onclick="show_gif('../kanji/115.gif')">将</a>が、源氏の大将、源義朝を敗り、天下を治めるようになりました。
lesson05	05_07	sound/05_07.mov	しかし、義朝の息子、頼朝は伊豆へ流され、その頃まだ赤ん坊だった義経は、清盛に殺されずにお寺に預けられました。	However, one of Yoshitomo's sons, Yoritomo, was exiled to Izu island while the other son, infant Yoshitsune, was spared by Kiyomori and entrusted to a temple.	しかし、義朝の息子、頼朝は伊豆へ流され、その頃まだ赤ん坊だった義経は、清盛に殺されずにお寺に預けられました。	しかし、<a onclick="show('../vocab/1997.html')">義朝</a>の<a onclick="show('../vocab/102.html')">息子</a>、<a onclick="show('../vocab/1740.html')">頼朝</a>は<a onclick="show('../vocab/1773.html')">伊豆</a>へ流され、その<a onclick="show('../vocab/1586.html')">頃</a>まだ<a onclick="show('../vocab/318.html')">赤ん坊</a>だった<a onclick="show('../vocab/1998.html')">義経</a>は、<a onclick="show('../vocab/1999.html')">清盛</a>に<a onclick="show('../vocab/319.html')">殺され</a>ずに<a onclick="show('../vocab/1647.html')">お寺</a>に<a onclick="show('../vocab/320.html')">預け</a>られました。	しかし、義朝の息子、頼朝は伊<a onclick="show_gif('../kanji/374.gif')">豆</a>へ流され、その頃まだ赤ん坊だった義経は、清盛に<a onclick="show_gif('../kanji/117.gif')">殺</a>されずにお寺に<a onclick="show_gif('../kanji/131.gif')">預</a>けられました。
lesson05	05_08	sound/05_08.mov	お寺で仏の教えを勉強してお坊さんにでもなれば、父、義朝の敵を討とうなどと思わなくなるだろうと清盛は思ったに違いありません。	Kiyomori must have thought that if they studied Buddhist teachings at a temple, and perhaps even became priests, they would not think to try to avenge their father's death.	お寺で仏の教えを勉強してお坊さんにでもなれば、父、義朝の敵を討とうなどと思わなくなるだろうと清盛は思ったに違いありません。	<a onclick="show('../vocab/1647.html')">お寺</a>で<a onclick="show('../vocab/1563.html')">仏</a>の<a onclick="show('../vocab/1564.html')">教え</a>を<a onclick="show('../vocab/1741.html')">勉強し</a>て<a onclick="show('../vocab/321.html')">お坊さん</a>にでもなれば、<a onclick="show('../vocab/1568.html')">父</a>、<a onclick="show('../vocab/1997.html')">義朝</a>の<a onclick="show('../vocab/323.html')">敵を討とう</a>などと思わなくなるだろうと<a onclick="show('../vocab/1999.html')">清盛</a>は思ったに<a onclick="show('../vocab/1669.html')">違いありません</a>。	お寺で仏の教えを勉強してお坊さんにでもなれば、父、義朝の<a onclick="show_gif('../kanji/118.gif')">敵</a>を<a onclick="show_gif('../kanji/119.gif')">討</a>とうなどと思わなくなるだろうと清盛は思ったに違いありません。
lesson05	05_09	sound/05_09.mov	ところが、頼朝と義経の兄弟は平家に不満を持つ侍達に助けられ、励まされて、とうとう平家を完全に滅ぼしてしまいました。	Encouraged and aided by warriors who harbored dissatisfaction with the Heike, the brothers Yoritomo and Yoritsune at length completely destroyed the Heike.	ところが、頼朝と義経の兄弟は平家に不満を持つ侍達に助けられ、励まされて、とうとう平家を完全に滅ぼしてしまいました。	ところが、<a onclick="show('../vocab/1740.html')">頼朝</a>と<a onclick="show('../vocab/1998.html')">義経</a>の<a onclick="show('../vocab/1714.html')">兄</a>弟は<a onclick="show('../vocab/304.html')">平家</a>に<a onclick="show('../vocab/324.html')">不満</a>を持つ<a onclick="show('../vocab/325.html')">侍</a>達に<a onclick="show('../vocab/1842.html')">助け</a>られ、<a onclick="show('../vocab/326.html')">励まさ</a>れて、<a onclick="show('../vocab/1944.html')">とうとう</a>平家を<a onclick="show('../vocab/1881.html')">完全に</a><a onclick="show('../vocab/327.html')">滅ぼし</a>てしまいました。	ところが、頼朝と義経の兄弟は平家に不満を持つ侍達に助けられ、励まされて、とうとう平家を完全に滅ぼしてしまいました。
